,Fecha,Hora,Comuna,Accdtes.,Causas,Muertos,Graves,M/Grave,Leves,Ilesos,Urbano/Rural,Calleuno,Calledos,Frentenumero,Ruta,Ubicación km,Latitud,Longitud,Direccion
0,01/01/2010,2:54,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,0,URBANO,PEDRO PRADO,ORELLA,,,,-20.2212841,-70.1348904,"IQUIQUE, PEDRO PRADO, ORELLA"
1,01/01/2010,4:14,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,0,URBANO,AV. LA TIRANA,CALLE 6,,,,-20.2307033,-70.1356692,"IQUIQUE, AV. LA TIRANA, CALLE 6"
2,01/01/2010,10:50,ALTO HOSPICIO,Colisión,Conducción en estado de ebriedad,0,1,0,1,0,URBANO,LOS GUINDALES,LOS AROMOS,2490,,,-20.2652492,-70.1055102,"ALTO HOSPICIO, LOS GUINDALES, LOS AROMOS, 2490"
3,02/01/2010,21:39,IQUIQUE,Atropello,No respetar derecho preferente de paso a peatón,0,0,1,0,1,URBANO,JUAN MARTINEZ,SARGENTO ALDEA,,,,-20.2160713,-70.1451094,"IQUIQUE, JUAN MARTINEZ, SARGENTO ALDEA"
4,03/01/2010,11:30,PICA,Volcadura,Perdida control vehículo,0,0,0,0,1,RURAL,CAMINO PRIVADO MINERA COLLAHUASI,,24,,,-20.9814192,-68.6379674,"PICA, CAMINO PRIVADO MINERA COLLAHUASI, 24"
5,03/01/2010,16:50,IQUIQUE,Choque,No respetar derecho preferente de paso a peatón,0,0,0,0,1,URBANO,THOMPSON,OSCAR BONILLA,,,,-20.2154831,-70.1401029,"IQUIQUE, THOMPSON, OSCAR BONILLA"
6,03/01/2010,22:15,IQUIQUE,Atropello,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,THOMPSON,VIVAR,,,,-20.2148742,-70.1485661,"IQUIQUE, THOMPSON, VIVAR"
7,04/01/2010,11:15,IQUIQUE,Atropello,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,RAMIREZ,,1270,,,-20.2202073,-70.1494388,"IQUIQUE, RAMIREZ, 1270"
8,05/01/2010,22:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,RANCAGUA,CACHARPAYAS,,,,-20.2350388,-70.1325303,"IQUIQUE, RANCAGUA, CACHARPAYAS"
9,06/01/2010,1:20,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,RAMIREZ,,1162,,,-20.2191755,-70.1493946,"IQUIQUE, RAMIREZ, 1162"
10,06/01/2010,19:00,IQUIQUE,Atropello,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,ERRAZURIS,THOMPSON,,,,-20.2152505,-70.1435156,"IQUIQUE, ERRAZURIS, THOMPSON"
11,06/01/2010,19:10,ALTO HOSPICIO,Colisión,"Señalización, desobedecer señal pare",0,0,0,2,1,URBANO,TILIVICHE,LOS AVELLANOS,3290,,,-20.2725782,-70.1064197,"ALTO HOSPICIO, TILIVICHE, LOS AVELLANOS, 3290"
12,06/01/2010,19:15,IQUIQUE,Colisión,"Señalización, desobedecer señal pare",0,1,0,0,1,URBANO,RAMIREZ,GOROSTIAGA,,,,-20.2168749,-70.1494213,"IQUIQUE, RAMIREZ, GOROSTIAGA"
13,06/01/2010,23:10,IQUIQUE,Colisión,"Señalización, desobedecer señal ceda el paso",0,0,0,4,2,URBANO,18 DE SEPTIEMBRE,LIBERTAD,,,,-20.2307033,-70.1356692,"IQUIQUE, 18 DE SEPTIEMBRE, LIBERTAD"
14,07/01/2010,14:30,ALTO HOSPICIO,Atropello,"Señalización, desobedecer luz roja de semáforo",0,0,1,0,0,URBANO,AV. LOS ALAMOS CON RAMON PEREZ OPAZO,,2500,,,-20.2740456,-70.1008643,"ALTO HOSPICIO, AV. LOS ALAMOS CON RAMON PEREZ OPAZO, 2500"
15,07/01/2010,19:19,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,ARTURO PRAT,AEROPUERTO,,,,-20.244478,-70.1410328,"IQUIQUE, ARTURO PRAT, AEROPUERTO"
16,08/01/2010,16:30,IQUIQUE,Colisión,"Señalización, desobedecer luz roja de semáforo",0,0,0,1,2,URBANO,TADEO HAENKE,GENARO GALLO,,,,-20.2394749,-70.1403552,"IQUIQUE, TADEO HAENKE, GENARO GALLO"
17,08/01/2010,22:36,IQUIQUE,Volcadura,"Señalización, desobedecer señal ceda el paso",0,1,0,1,0,URBANO,la torre,21 de mayo,,,,-20.2307033,-70.1356692,"IQUIQUE, la torre, 21 de mayo"
18,09/01/2010,9:55,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,OSCAR BONILLA,DIEGO PORTALES,,,,-20.2297964,-70.1422898,"IQUIQUE, OSCAR BONILLA, DIEGO PORTALES"
19,09/01/2010,19:00,ALTO HOSPICIO,Atropello,"Vehiculo en retroceso, conducir",0,0,0,1,0,URBANO,AV. LOS CONODRES CON TARAPACA,,2380,,,-20.2758634,-70.0977978,"ALTO HOSPICIO, AV. LOS CONODRES CON TARAPACA, 2380"
20,10/01/2010,4:20,IQUIQUE,Colisión,Conducción en estado de ebriedad,0,0,2,2,0,URBANO,OHIGGINS,VIVAR,,,,-20.218536,-70.1488892,"IQUIQUE, OHIGGINS, VIVAR"
21,11/01/2010,1:00,IQUIQUE,Atropello,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,AVDA. CHIPANA,,,,,-20.2307033,-70.1356692,"IQUIQUE, AVDA. CHIPANA"
22,11/01/2010,10:30,IQUIQUE,Colisión,"Señalización, desobedecer señal pare",0,0,0,1,1,URBANO,AVDA. ARTURO PRAT,,,,,-20.2484469,-70.1381101,"IQUIQUE, AVDA. ARTURO PRAT"
23,11/01/2010,12:10,IQUIQUE,Colisión,No respetar derecho preferente de paso a vehículo,0,0,0,1,1,URBANO,OBISPO LABBE,MANUEL RODRIGUEZ,,,,-20.2233179,-70.1505699,"IQUIQUE, OBISPO LABBE, MANUEL RODRIGUEZ"
24,11/01/2010,20:30,ALTO HOSPICIO,Atropello,"Vehiculo en retroceso, conducir",0,0,0,1,1,URBANO,AV. LOS CONDORES CON LA GRANJA,,3290,,,-20.2719484,-70.1029629,"ALTO HOSPICIO, AV. LOS CONDORES CON LA GRANJA, 3290"
25,11/01/2010,21:40,ALTO HOSPICIO,Atropello,"Peatón, cruza calzada forma sorpresiva o descuidada",0,0,1,0,1,URBANO,AV. LAS AMERICAS CON CARMELA CARVAJAL,,2900,,,-20.2800542,-70.1007563,"ALTO HOSPICIO, AV. LAS AMERICAS CON CARMELA CARVAJAL, 2900"
26,12/01/2010,14:00,ALTO HOSPICIO,Atropello,"Peatón, cruza calzada forma sorpresiva o descuidada",0,0,1,1,0,URBANO,PASAJE SAN FRANCISCO,,4151,,,-20.278689,-70.0910657,"ALTO HOSPICIO, PASAJE SAN FRANCISCO, 4151"
27,12/01/2010,20:20,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,gomez carreño,,,,,-20.2333352,-70.1324357,"IQUIQUE, gomez carreño"
28,13/01/2010,2:40,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,avda. arturo prat,,,,,-20.2484469,-70.1381101,"IQUIQUE, avda. arturo prat"
29,13/01/2010,23:50,ALTO HOSPICIO,Colisión,"Señalización, desobedecer señal pare",0,1,0,1,0,URBANO,AV. LAS AMERICAS,SANTA MARIA,2390,,,-20.2686722,-70.1049169,"ALTO HOSPICIO, AV. LAS AMERICAS, SANTA MARIA, 2390"
30,14/01/2010,15:50,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,2,URBANO,HEROES DE LA CONCEPCION,CESPEDES Y GONZALEZ,,,,-20.2247382,-70.139754,"IQUIQUE, HEROES DE LA CONCEPCION, CESPEDES Y GONZALEZ"
31,15/01/2010,12:25,ALTO HOSPICIO,Atropello,No respetar derecho preferente de paso a peatón,0,0,1,0,1,URBANO,LOS MANZANOS CON LOS ALAMOS,,2590,,,-20.2686722,-70.1049169,"ALTO HOSPICIO, LOS MANZANOS CON LOS ALAMOS, 2590"
32,15/01/2010,18:00,IQUIQUE,Choque,"Fallas mecánicas, dirección",0,0,0,2,3,URBANO,TADEO HAENKE,CERRO DRAGON,,,,-20.2386682,-70.1296108,"IQUIQUE, TADEO HAENKE, CERRO DRAGON"
33,16/01/2010,8:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,LOS RIELES,ORELLA,,,,-20.2208235,-70.1432206,"IQUIQUE, LOS RIELES, ORELLA"
34,17/01/2010,1:35,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,1,0,1,URBANO,EMILIO RECABARREN,ARTURO PRAT,,,,-20.23336,-70.14116,"IQUIQUE, EMILIO RECABARREN, ARTURO PRAT"
35,17/01/2010,15:45,ALTO HOSPICIO,Choque,Conducción no atento condiciones transito momento,0,0,2,0,2,URBANO,AV. LAS AMERICAS CON PAULA JARAQUEMADA,,2890,,,-20.2828255,-70.1020691,"ALTO HOSPICIO, AV. LAS AMERICAS CON PAULA JARAQUEMADA, 2890"
36,18/01/2010,17:00,ALTO HOSPICIO,Atropello,Causas no determinadas,0,0,0,2,0,URBANO,AV. LOS ALAMOS CON LOS NOGALES,,3200,,,-20.2662507,-70.1025442,"ALTO HOSPICIO, AV. LOS ALAMOS CON LOS NOGALES, 3200"
37,18/01/2010,17:35,IQUIQUE,Colisión,Perdida control vehículo,0,0,0,1,1,URBANO,HEROES DE LA CONCEPCION,DIEGO PORTALES,,,,-20.2300539,-70.1409672,"IQUIQUE, HEROES DE LA CONCEPCION, DIEGO PORTALES"
38,19/01/2010,14:45,ALTO HOSPICIO,Colisión,"Señalización, desobedecer señal ceda el paso",0,0,0,1,0,URBANO,SANTA ROSA,AV. LA PAMPA,2900,,,-20.2718522,-70.1029147,"ALTO HOSPICIO, SANTA ROSA, AV. LA PAMPA, 2900"
39,19/01/2010,16:50,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,1,2,URBANO,PEDRO PRADO,,2520,,,-20.2355547,-70.1363476,"IQUIQUE, PEDRO PRADO, 2520"
40,20/01/2010,5:45,IQUIQUE,Colisión,"Señalización, desobedecer señal pare",0,0,0,3,2,URBANO,OHHIGGINS,OBISPO LABBE,,,,-20.2184392,-70.1503783,"IQUIQUE, OHHIGGINS, OBISPO LABBE"
41,21/01/2010,12:50,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,VIVAR,SARGENTE ALDEA,,,,-20.2159485,-70.1486532,"IQUIQUE, VIVAR, SARGENTE ALDEA"
42,21/01/2010,14:00,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,3,URBANO,DIEGO PORTALES,AVENIDA  PRAT,,,,-20.2307033,-70.1356692,"IQUIQUE, DIEGO PORTALES, AVENIDA  PRAT"
43,22/01/2010,13:50,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,PROGRESO,,1926,,,-20.2272577,-70.1321482,"IQUIQUE, PROGRESO, 1926"
44,22/01/2010,22:50,IQUIQUE,Atropello,"Peatón, cruza calzada forma sorpresiva o descuidada",0,0,0,1,1,URBANO,18 dfe septiembre,diego portales,,,,-20.2306665,-70.1371297,"IQUIQUE, 18 dfe septiembre, diego portales"
45,23/01/2010,12:00,IQUIQUE,Colisión,"Señalización, desobedecer señal ceda el paso",0,0,0,3,1,URBANO,FARNCISCO BILBAO,BALMACEDA,,,,-20.2653785,-70.126922,"IQUIQUE, FARNCISCO BILBAO, BALMACEDA"
46,24/01/2010,16:50,ALTO HOSPICIO,Colisión,Conducción contra sentido del transito,0,0,0,2,2,URBANO,LOS NOGALES,,3100,,,-20.2669704,-70.0993167,"ALTO HOSPICIO, LOS NOGALES, 3100"
47,24/01/2010,18:00,PICA,Colisión,No respetar derecho preferente de paso a vehículo,0,0,0,5,4,URBANO,CALLE SIMON BOLIVAR CON PARRACP FREDERICH,,1,,,,,"PICA, CALLE SIMON BOLIVAR CON PARRACP FREDERICH, 1"
48,24/01/2010,18:40,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,LIBERTAD,OSCAR BONILLA,,,,-20.2194645,-70.1403842,"IQUIQUE, LIBERTAD, OSCAR BONILLA"
49,25/01/2010,10:50,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,2,URBANO,AV. ARTURO PRAT,DIEGO PORTALES,,,,-20.244478,-70.1410328,"IQUIQUE, AV. ARTURO PRAT, DIEGO PORTALES"
50,26/01/2010,15:50,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,FRESIA,,231,,,-20.2280658,-70.1358063,"IQUIQUE, FRESIA, 231"
51,26/01/2010,19:15,POZO ALMONTE,Volcadura,Perdida control vehículo,0,0,0,1,1,URBANO,INTERNA QUEBRADA BLANCA,,62,,,-20.2570503,-69.7857064,"POZO ALMONTE, INTERNA QUEBRADA BLANCA, 62"
52,26/01/2010,22:45,IQUIQUE,Atropello,Conducción no atento condiciones transito momento,0,0,1,1,0,URBANO,TADEO HAENKE,HEROES DE LA CONCEPCION,,,,-20.2379949,-70.1442259,"IQUIQUE, TADEO HAENKE, HEROES DE LA CONCEPCION"
53,28/01/2010,1:15,IQUIQUE,Colisión,"Fallas mecánicas, eléctrico",0,0,0,2,0,URBANO,GENARO GALLO,AV. PLAYA BRAVA,,,,-20.2422792,-70.1413978,"IQUIQUE, GENARO GALLO, AV. PLAYA BRAVA"
54,28/01/2010,2:15,IQUIQUE,Colisión,"Señalización, desobedecer señal pare",0,0,0,1,2,URBANO,CESPEDES Y GONZALEZ,AMUNATEGUI,,,,-20.2244134,-70.14698,"IQUIQUE, CESPEDES Y GONZALEZ, AMUNATEGUI"
55,28/01/2010,22:30,ALTO HOSPICIO,Atropello,"Peatón, ebriedad del",0,1,0,0,1,URBANO,AV. COSTANERA,,3234,,,-20.2686722,-70.1049169,"ALTO HOSPICIO, AV. COSTANERA, 3234"
56,29/01/2010,0:45,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,3,0,0,URBANO,PEDRO PRADO,,2380,,,-20.2316357,-70.1354618,"IQUIQUE, PEDRO PRADO, 2380"
57,29/01/2010,9:31,POZO ALMONTE,Otros,Causas no determinadas,0,0,0,0,2,URBANO,calle peña chica,,256,,,-20.2654028,-69.7831943,"POZO ALMONTE, calle peña chica, 256"
58,29/01/2010,11:40,PICA,Volcadura,Perdida control vehículo,0,0,0,1,0,URBANO,camino pintado,,101,,,,,"PICA, camino pintado, 101"
59,30/01/2010,0:45,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,0,URBANO,CIRCUNVALACION,SOTOMAYOR,,,,-20.2111333,-70.1416166,"IQUIQUE, CIRCUNVALACION, SOTOMAYOR"
60,30/01/2010,20:00,IQUIQUE,Atropello,Conducción no atento condiciones transito momento,0,1,0,0,1,URBANO,TADEO HAENKE,PEDRO PRADO,,,,-20.2414031,-70.1341858,"IQUIQUE, TADEO HAENKE, PEDRO PRADO"
61,31/01/2010,21:10,IQUIQUE,Atropello,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,JUAN GIRAOS,,1649,,,-20.2414367,-70.1342598,"IQUIQUE, JUAN GIRAOS, 1649"
62,01/02/2010,12:55,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,HEROES DE LA CONCEPCION,,2555,,,-20.2126288,-70.1385179,"IQUIQUE, HEROES DE LA CONCEPCION, 2555"
63,02/02/2010,13:26,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,CIRCUNVALACION,MANZANA 5,,,,-20.230544,-70.129033,"IQUIQUE, CIRCUNVALACION, MANZANA 5"
64,03/02/2010,16:10,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,MAULE,LAS CARPAS,,,,-20.2374095,-70.1293885,"IQUIQUE, MAULE, LAS CARPAS"
65,03/02/2010,19:30,IQUIQUE,Colisión,"Señalización, desobedecer señal pare",0,0,0,5,0,URBANO,SALVADOR ALLENDE,RAMON PEREZ OPAZO,,,,-20.2542691,-70.1314071,"IQUIQUE, SALVADOR ALLENDE, RAMON PEREZ OPAZO"
66,03/02/2010,21:15,POZO ALMONTE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,comercio con calle cascada,,0,,,-20.2570503,-69.7857064,"POZO ALMONTE, comercio con calle cascada, 0"
67,04/02/2010,8:10,IQUIQUE,Colisión,Conducción bajo la influencia del alcohol,0,0,0,1,1,URBANO,LOS MAITENES,ORELLA,,,,-20.2213609,-70.1334644,"IQUIQUE, LOS MAITENES, ORELLA"
68,04/02/2010,11:55,IQUIQUE,Choque,"Señalización, desobedecer señal ceda el paso",0,0,0,0,2,URBANO,OBISPO LABBE,RIQUELME,,,,-20.2213589,-70.1504909,"IQUIQUE, OBISPO LABBE, RIQUELME"
69,05/02/2010,14:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,18 DE SEPTIEMBRE,SARGENTO ALDEA,,,,-20.2161654,-70.142953,"IQUIQUE, 18 DE SEPTIEMBRE, SARGENTO ALDEA"
70,05/02/2010,16:00,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,SOTOMAYOR,AVENIDA PRAT,,,,-20.2111333,-70.1416166,"IQUIQUE, SOTOMAYOR, AVENIDA PRAT"
71,06/02/2010,21:50,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,SANTIAGO POLANCO,YABRICOYA,,,,-20.2473355,-70.1356494,"IQUIQUE, SANTIAGO POLANCO, YABRICOYA"
72,06/02/2010,22:20,PICA,Choque,"Vehiculo en retroceso, conducir",0,0,0,0,1,URBANO,la banda con las animas,,0,,,,,"PICA, la banda con las animas, 0"
73,08/02/2010,13:15,IQUIQUE,Colisión,No respetar derecho preferente de paso a vehículo,0,0,0,2,1,URBANO,18 DE SEPTIEMBRE,ORELLA,,,,-20.2208235,-70.1432206,"IQUIQUE, 18 DE SEPTIEMBRE, ORELLA"
74,08/02/2010,15:05,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,1,2,2,URBANO,ORELLA,BARROS ARANA,,,,-20.2205893,-70.147605,"IQUIQUE, ORELLA, BARROS ARANA"
75,08/02/2010,17:35,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,3,URBANO,AV. HEROES DE LA CONCEPCION,LATORRE,,,,-20.2265534,-70.1400001,"IQUIQUE, AV. HEROES DE LA CONCEPCION, LATORRE"
76,09/02/2010,8:45,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,AV. HÉROES DE LA CONCEPCIÓN,ORELLA,,,,-20.2210371,-70.1394955,"IQUIQUE, AV. HÉROES DE LA CONCEPCIÓN, ORELLA"
77,09/02/2010,13:35,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,SOTOMAYOR,,657,,,-20.2110999,-70.14873,"IQUIQUE, SOTOMAYOR, 657"
78,09/02/2010,20:30,IQUIQUE,Atropello,"Peatón, ebriedad del",0,0,0,1,1,URBANO,AV. LA TIRANA,PJE. VALLE VERDE,,,,-20.2543166,-70.1260602,"IQUIQUE, AV. LA TIRANA, PJE. VALLE VERDE"
79,10/02/2010,16:40,IQUIQUE,Atropello,"Peatón, imprudencia del",0,0,0,1,1,URBANO,RAMIREZ,GOROSTIAGA,,,,-20.2168749,-70.1494213,"IQUIQUE, RAMIREZ, GOROSTIAGA"
80,11/02/2010,10:20,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,AV. PEDRO PRADO,,2345,,,-20.2325421,-70.1359347,"IQUIQUE, AV. PEDRO PRADO, 2345"
81,11/02/2010,13:00,IQUIQUE,Colisión,Adelantamiento sin el espacio y tiempo suficiente,0,0,0,3,0,URBANO,GENARO GALLO,LAS ROSAS,,,,-20.2373067,-70.139562,"IQUIQUE, GENARO GALLO, LAS ROSAS"
82,11/02/2010,22:20,ALTO HOSPICIO,Atropello,"Peatón, imprudencia del",0,0,0,1,1,URBANO,SALITRERA ROSARIO,,2988,,,-20.2713462,-70.1020473,"ALTO HOSPICIO, SALITRERA ROSARIO, 2988"
83,12/02/2010,0:13,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,1,2,URBANO,AVD. LA TIRANA,,2913,,,-20.2388841,-70.1288631,"IQUIQUE, AVD. LA TIRANA, 2913"
84,12/02/2010,14:15,IQUIQUE,Colisión,No respetar derecho preferente de paso a vehículo,0,0,0,2,1,URBANO,MANUEL RODRIGUEZ,18 DE SEPTIEMBRE,,,,-20.2236,-70.1434542,"IQUIQUE, MANUEL RODRIGUEZ, 18 DE SEPTIEMBRE"
85,13/02/2010,14:27,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,OSCAR BONILLA,PASAJE 2,,,,-20.2264987,-70.1411131,"IQUIQUE, OSCAR BONILLA, PASAJE 2"
86,14/02/2010,5:50,IQUIQUE,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,2,URBANO,AVDA. ARTURO PRAT,,4200,,,-20.2481527,-70.1380287,"IQUIQUE, AVDA. ARTURO PRAT, 4200"
87,14/02/2010,17:00,IQUIQUE,Colisión,Conducción contra sentido del transito,0,0,0,0,2,URBANO,LAS ZAMPOÑAS,PEDRO DE VALDIVIA,,,,-20.2339293,-70.1340386,"IQUIQUE, LAS ZAMPOÑAS, PEDRO DE VALDIVIA"
88,15/02/2010,15:25,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,2,URBANO,AVDA. CERRO DRAGÓN,EL MONTE,,,,-20.2455526,-70.1292691,"IQUIQUE, AVDA. CERRO DRAGÓN, EL MONTE"
89,15/02/2010,16:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,ESMERALDA,RAMIREZ,,,,-20.2307033,-70.1356692,"IQUIQUE, ESMERALDA, RAMIREZ"
90,16/02/2010,12:07,IQUIQUE,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,2,URBANO,SANTIAGO POLANCO,AVDA. PLAYA BRAVA,,,,-20.2478923,-70.1368759,"IQUIQUE, SANTIAGO POLANCO, AVDA. PLAYA BRAVA"
91,17/02/2010,11:04,IQUIQUE,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,3,1,URBANO,AVDA. LA TIRANA,,1582,,,-20.2241521,-70.1313395,"IQUIQUE, AVDA. LA TIRANA, 1582"
92,17/02/2010,19:35,IQUIQUE,Colisión,No respetar derecho preferente de paso a peatón,0,0,0,2,3,URBANO,AVDA. FRANCISCO VERGARA,RAMON OPAZO,,,,-20.255036,-70.1327603,"IQUIQUE, AVDA. FRANCISCO VERGARA, RAMON OPAZO"
93,19/02/2010,1:00,IQUIQUE,Colisión,No respetar derecho preferente de paso a vehículo,0,0,0,1,1,URBANO,AVDA. CASTRI RAMOS,AVDA. CERRO DRAGON,,,,-20.2443662,-70.129305,"IQUIQUE, AVDA. CASTRI RAMOS, AVDA. CERRO DRAGON"
94,20/02/2010,11:00,ALTO HOSPICIO,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,AVDA. CIRCUNVALACION CRUCE CON CALLE SAN PABLO,AVDA. CIRCUNVALACION CRUCE CON CALLE SAN PALBO,,,,-20.2686722,-70.1049169,"ALTO HOSPICIO, AVDA. CIRCUNVALACION CRUCE CON CALLE SAN PABLO, AVDA. CIRCUNVALACION CRUCE CON CALLE SAN PALBO"
95,20/02/2010,12:10,IQUIQUE,Colisión,No respetar derecho preferente de paso a vehículo,0,0,0,1,2,URBANO,21 DE MAYO,LATORRE,,,,-20.2307033,-70.1356692,"IQUIQUE, 21 DE MAYO, LATORRE"
96,22/02/2010,13:36,IQUIQUE,Colisión,No respetar derecho preferente de paso a vehículo,0,0,0,0,2,URBANO,ELIAS LAFERTE,ORELLA,,,,-20.2307033,-70.1356692,"IQUIQUE, ELIAS LAFERTE, ORELLA"
97,23/02/2010,17:30,ALTO HOSPICIO,Colisión,Conducción no atento condiciones transito momento,0,0,0,2,0,URBANO,AVDA. LOS ALAMSO CON AVDA. CIRCUNVALACION,AVDA. CIRCUNVALACION CON AVDA. LOS ALAMOS,,,,-20.2722788,-70.1097974,"ALTO HOSPICIO, AVDA. LOS ALAMSO CON AVDA. CIRCUNVALACION, AVDA. CIRCUNVALACION CON AVDA. LOS ALAMOS"
98,23/02/2010,18:50,IQUIQUE,Atropello,No respetar derecho preferente de paso a peatón,0,0,0,1,1,URBANO,SALITRERA VICTORIA,MAPOCHO,,,,-20.2049542,-70.1369169,"IQUIQUE, SALITRERA VICTORIA, MAPOCHO"
99,24/02/2010,11:40,IQUIQUE,Colisión,No respetar derecho preferente de paso a vehículo,0,0,0,0,2,URBANO,BULNES,AMUNÁTEGUI,,,,-20.2195518,-70.1467191,"IQUIQUE, BULNES, AMUNÁTEGUI"
100,25/02/2010,11:20,IQUIQUE,Atropello,"Peatón, ebriedad del",0,0,0,1,1,URBANO,CHINTAGUAY,AVDA. PEDRO PRADO,,,,-20.226475,-70.1352834,"IQUIQUE, CHINTAGUAY, AVDA. PEDRO PRADO"
101,25/02/2010,16:00,POZO ALMONTE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,BALMACEDA,,250,,,-20.2598135,-69.7865946,"POZO ALMONTE, BALMACEDA, 250"
102,25/02/2010,23:20,POZO ALMONTE,Atropello,"Peatón, cruza calzada forma sorpresiva o descuidada",0,0,1,0,0,URBANO,SANFUENTES,,700,,,-20.2570503,-69.7857064,"POZO ALMONTE, SANFUENTES, 700"
103,26/02/2010,12:40,ALTO HOSPICIO,Colisión,No respetar derecho preferente de paso a vehículo,0,0,0,1,1,URBANO,CIRCUNVALACION,LOS GUINDALES,3290,,,-20.2620823,-70.1027481,"ALTO HOSPICIO, CIRCUNVALACION, LOS GUINDALES, 3290"
104,26/02/2010,22:31,IQUIQUE,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,2,URBANO,21 DE MAYO,ORELLA,,,,-20.2208923,-70.1421601,"IQUIQUE, 21 DE MAYO, ORELLA"
105,27/02/2010,17:20,IQUIQUE,Colisión,No respetar derecho preferente de paso a vehículo,0,0,0,0,2,URBANO,CESPEDES Y GONZÁLEZ,GENARO GALLO,,,,-20.2249004,-70.1370717,"IQUIQUE, CESPEDES Y GONZÁLEZ, GENARO GALLO"
106,28/02/2010,15:20,IQUIQUE,Colisión,No respetar derecho preferente de paso a vehículo,0,0,1,2,1,URBANO,ESMERALDA,AMUNATEGUI,,,,-20.2176315,-70.1465983,"IQUIQUE, ESMERALDA, AMUNATEGUI"
107,28/02/2010,18:00,IQUIQUE,Atropello,Conducción no atento condiciones transito momento,0,1,0,0,1,URBANO,AVDA. PRAT,JOSÉ MIGUEL CARRERA,,,,-20.2266274,-70.1421023,"IQUIQUE, AVDA. PRAT, JOSÉ MIGUEL CARRERA"
108,01/03/2010,2:00,IQUIQUE,Colisión,No respetar derecho preferente de paso a vehículo,0,0,0,1,1,URBANO,12 DE FEBRERO,TARAPACA,,,,-20.2198336,-70.1414293,"IQUIQUE, 12 DE FEBRERO, TARAPACA"
