,Fecha,Hora,Comuna,Accdtes.,Causas,Muertos,Graves,M/Grave,Leves,Ilesos,Urbano/Rural,Calleuno,Calledos,Frentenumero,Ruta,Ubicación km,Latitud,Longitud,Direccion
4788,09/09/2015,15:00,IQUIQUE,Colisión,Otras causas,0,0,0,0,2,URBANO,LAS AMERICAS,SANTA MARIA,,,,-20.2847174,-70.1022289,"IQUIQUE, LAS AMERICAS, SANTA MARIA"
4789,09/09/2015,21:00,ALTO HOSPICIO,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,2,URBANO,NACIONES UNIDAS,SUIZA,,,,46.818188,8.227512,"ALTO HOSPICIO, NACIONES UNIDAS, SUIZA"
4790,10/09/2015,7:45,IQUIQUE,Atropello,Otras causas,0,0,0,1,1,URBANO,THOMPSON,HEROES DE LA CONCEPCION,,,,-20.2111906,-70.1384119,"IQUIQUE, THOMPSON, HEROES DE LA CONCEPCION"
4791,10/09/2015,10:50,IQUIQUE,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,2,URBANO,DIEGO PORTALES,13 ORIENTE,,,,-20.2306827,-70.134509,"IQUIQUE, DIEGO PORTALES, 13 ORIENTE"
4792,10/09/2015,14:50,ALTO HOSPICIO,Colisión,"Conducción, cambiar sorpresivamente pista circulación",0,0,0,0,2,URBANO,RAMON PEREZ OPAZO,,3115,,,-20.2723857,-70.1002669,"ALTO HOSPICIO, RAMON PEREZ OPAZO, 3115"
4793,11/09/2015,0:00,IQUIQUE,Colisión,Causas no determinadas,0,0,0,0,1,URBANO,EMILIO RECABARREN,TADEO HAENKE,,,,-20.2404198,-70.1372473,"IQUIQUE, EMILIO RECABARREN, TADEO HAENKE"
4794,11/09/2015,7:20,IQUIQUE,Choque,"Fallas mecánicas, frenos",0,0,0,1,0,URBANO,O HIGGINS,,2210,,,-20.2191252,-70.1341683,"IQUIQUE, O HIGGINS, 2210"
4795,11/09/2015,12:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,ARTURO PRAT,ESMERALDA,,,,-20.2307033,-70.1356692,"IQUIQUE, ARTURO PRAT, ESMERALDA"
4796,11/09/2015,13:00,ALTO HOSPICIO,Choque,Conducción no atento condiciones transito momento,0,0,0,0,3,URBANO,TENIENTE HERNAN MERINO CORREA,CUATRO,,,,-20.2885751,-70.0840983,"ALTO HOSPICIO, TENIENTE HERNAN MERINO CORREA, CUATRO"
4797,11/09/2015,14:00,ALTO HOSPICIO,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,3,2,URBANO,SANTA ROSA,TARAPACA,,,,-20.2760633,-70.0820002,"ALTO HOSPICIO, SANTA ROSA, TARAPACA"
4798,11/09/2015,18:00,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,AEROPUERTO,ARTURO PRAT,,,,-20.2307033,-70.1356692,"IQUIQUE, AEROPUERTO, ARTURO PRAT"
4799,11/09/2015,21:30,ALTO HOSPICIO,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,CARMELA CARVAJAL,,3019,,,-20.2686722,-70.1049169,"ALTO HOSPICIO, CARMELA CARVAJAL, 3019"
4800,12/09/2015,12:15,IQUIQUE,Colisión,Otras causas,0,0,0,0,1,URBANO,SAGASCA,REÑACA,,,,-20.2449019,-70.1386111,"IQUIQUE, SAGASCA, REÑACA"
4801,12/09/2015,19:45,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,BOMBERO HUGO BAES,,1526,,,-20.2354701,-70.1355976,"IQUIQUE, BOMBERO HUGO BAES, 1526"
4802,12/09/2015,21:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,TADEO HAENKE,FRANCISCO VERGARA,,,,-20.2409125,-70.1360827,"IQUIQUE, TADEO HAENKE, FRANCISCO VERGARA"
4803,12/09/2015,21:40,IQUIQUE,Atropello,Otras causas,0,0,0,2,0,URBANO,ZEGERS,OSCAR BONILLA,,,,-20.2179381,-70.14026,"IQUIQUE, ZEGERS, OSCAR BONILLA"
4804,13/09/2015,3:40,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,LINCOYAN,,2200,,,-20.2296769,-70.1379174,"IQUIQUE, LINCOYAN, 2200"
4805,13/09/2015,8:30,ALTO HOSPICIO,Choque,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,LOS PEPINOS,LAS FRUTILLAS,,,,-20.2651743,-70.105443,"ALTO HOSPICIO, LOS PEPINOS, LAS FRUTILLAS"
4806,13/09/2015,12:00,IQUIQUE,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,JUAN MARTINEZ,BULNES,,,,-20.2193059,-70.1455148,"IQUIQUE, JUAN MARTINEZ, BULNES"
4807,13/09/2015,12:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,ROTONDA EL PAMPINO,O` HIGGINS,,,,-20.2208561,-70.1319844,"IQUIQUE, ROTONDA EL PAMPINO, O` HIGGINS"
4808,13/09/2015,17:40,ALTO HOSPICIO,Choque,Perdida control vehículo,0,0,0,2,0,URBANO,CIRCUNVALACION,JAZPAMPA,,,,-20.2704794,-70.1089452,"ALTO HOSPICIO, CIRCUNVALACION, JAZPAMPA"
4809,13/09/2015,18:31,IQUIQUE,Atropello,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,ARTURO PRAT,TADEO HAENKE,,,,-20.2404198,-70.1372473,"IQUIQUE, ARTURO PRAT, TADEO HAENKE"
4810,13/09/2015,22:30,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,ARTURO PRAT,,2990,,,-20.2467783,-70.1388991,"IQUIQUE, ARTURO PRAT, 2990"
4811,13/09/2015,23:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,EJERCITO DE CHILE,SALVADOR ALLENDE,,,,-20.2307033,-70.1356692,"IQUIQUE, EJERCITO DE CHILE, SALVADOR ALLENDE"
4812,14/09/2015,20:00,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,HUARA,,2983,,,-20.2414579,-70.1312484,"IQUIQUE, HUARA, 2983"
4813,14/09/2015,20:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,0,URBANO,RIQUELME,PEDRO PRADO,,,,-20.2396655,-70.1345536,"IQUIQUE, RIQUELME, PEDRO PRADO"
4814,14/09/2015,21:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,0,URBANO,TADEO HAENKE,TAMARUGAL,,,,-20.2379173,-70.1271134,"IQUIQUE, TADEO HAENKE, TAMARUGAL"
4815,15/09/2015,8:30,ALTO HOSPICIO,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,LOS KIWIS,,3443,,,-20.2701539,-70.1023355,"ALTO HOSPICIO, LOS KIWIS, 3443"
4816,15/09/2015,12:30,IQUIQUE,Atropello,Otras causas,0,0,0,1,1,URBANO,HERNAN FUENZALIDA,13 ORIENTE,,,,-20.22909,-70.1344354,"IQUIQUE, HERNAN FUENZALIDA, 13 ORIENTE"
4817,15/09/2015,12:55,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,SALITRERA VICTORIA,CIRCUNVALACION,,,,-20.248795,-70.1299637,"IQUIQUE, SALITRERA VICTORIA, CIRCUNVALACION"
4818,15/09/2015,16:25,ALTO HOSPICIO,Atropello,"Peatón, cruza calzada forma sorpresiva o descuidada",0,1,0,0,1,URBANO,TENIENTE MERINO CORREA,UNO,,,,-20.2686722,-70.1049169,"ALTO HOSPICIO, TENIENTE MERINO CORREA, UNO"
4819,15/09/2015,16:30,ALTO HOSPICIO,Atropello,Peatón permanece sobre la calzada,0,0,0,1,0,URBANO,LOS NOGALES,HUANTAJAYA,,,,-20.2656807,-70.1000549,"ALTO HOSPICIO, LOS NOGALES, HUANTAJAYA"
4820,15/09/2015,22:20,IQUIQUE,Choque,Perdida control vehículo,0,0,0,0,3,URBANO,VIA LOCAL DOS,,3946,,,-20.2647892,-70.1237136,"IQUIQUE, VIA LOCAL DOS, 3946"
4821,15/09/2015,22:25,IQUIQUE,Colisión,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,2,URBANO,LA TIRANA,DIEGO PORTALES,,,,-20.2306665,-70.1371297,"IQUIQUE, LA TIRANA, DIEGO PORTALES"
4822,15/09/2015,22:30,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,LAS CABRAS,EL COLORADO,,,,-20.2081895,-70.1415253,"IQUIQUE, LAS CABRAS, EL COLORADO"
4823,16/09/2015,13:00,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,OSCAR BONILLA,,595,,,-20.214579,-70.140109,"IQUIQUE, OSCAR BONILLA, 595"
4824,16/09/2015,14:40,ALTO HOSPICIO,Colisión,"Conducción, cambiar sorpresivamente pista circulación",0,0,0,0,1,URBANO,TENIENTE HERNAN MERINO CORREA,LOS ALAMOS,,,,-20.2686722,-70.1049169,"ALTO HOSPICIO, TENIENTE HERNAN MERINO CORREA, LOS ALAMOS"
4825,17/09/2015,7:50,ALTO HOSPICIO,Choque,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,TENIENTE HERNAN MERINO CORREA,CALETERA A-16,,,,-20.2885751,-70.0840983,"ALTO HOSPICIO, TENIENTE HERNAN MERINO CORREA, CALETERA A-16"
4826,17/09/2015,9:00,IQUIQUE,Colisión,Adelantamiento sin el espacio y tiempo suficiente,0,0,0,0,2,URBANO,ARTURO PRAT,SAN MARTIN,,,,-20.2125501,-70.1540094,"IQUIQUE, ARTURO PRAT, SAN MARTIN"
4827,17/09/2015,11:15,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,O´HIGGINS,,2545,,,-20.2414367,-70.1342598,"IQUIQUE, O´HIGGINS, 2545"
4828,17/09/2015,11:44,IQUIQUE,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,LA TIRANA,,1755,,,-20.2414367,-70.1342598,"IQUIQUE, LA TIRANA, 1755"
4829,17/09/2015,11:50,ALTO HOSPICIO,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,SIETE,,2255,,,-20.2686722,-70.1049169,"ALTO HOSPICIO, SIETE, 2255"
4830,17/09/2015,12:50,ALTO HOSPICIO,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,PAMPA UNION,LA PAMPA,,,,-20.2686722,-70.1049169,"ALTO HOSPICIO, PAMPA UNION, LA PAMPA"
4831,17/09/2015,13:00,ALTO HOSPICIO,Colisión,"Adelantamiento en cruce, curva, cuesta, puente",0,0,0,0,2,URBANO,RAMON PEREZ OPAZO,LOS ALAMOS,,,,-20.2666181,-70.1028585,"ALTO HOSPICIO, RAMON PEREZ OPAZO, LOS ALAMOS"
4832,17/09/2015,16:00,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,SOTO MAYOR,OSCAR BONILLA,,,,-20.2111121,-70.1399327,"IQUIQUE, SOTO MAYOR, OSCAR BONILLA"
4833,17/09/2015,17:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,,O´ HIGGINS,,Ruta 16,,-20.2307033,-70.1356692,"IQUIQUE, O´ HIGGINS"
4834,17/09/2015,18:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,PLAYA BLANCA,CERRO DRAGON,,,,-20.2482419,-70.1291267,"IQUIQUE, PLAYA BLANCA, CERRO DRAGON"
4835,17/09/2015,19:00,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,HEROES DE LA CONCEPCION,,1924,,,-20.2111906,-70.1384119,"IQUIQUE, HEROES DE LA CONCEPCION, 1924"
4836,17/09/2015,20:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,PASAJE ESPAÑA,DIEGO PORTALES,,,,-20.2307033,-70.1356692,"IQUIQUE, PASAJE ESPAÑA, DIEGO PORTALES"
4837,17/09/2015,21:40,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,ANIBAL PINTO,MANUEL BULNES,,,,-20.2167578,-70.1528862,"IQUIQUE, ANIBAL PINTO, MANUEL BULNES"
4838,18/09/2015,0:45,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,ARTURO PRAT,,1732,,,-20.2411778,-70.1440429,"IQUIQUE, ARTURO PRAT, 1732"
4839,18/09/2015,5:30,IQUIQUE,Atropello,Otras causas,0,0,1,0,0,URBANO,ARTURO PRAT,,2272,,,-20.2325714,-70.145627,"IQUIQUE, ARTURO PRAT, 2272"
4840,18/09/2015,12:21,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,RIQUELME,,1526,,,-20.2217118,-70.1412996,"IQUIQUE, RIQUELME, 1526"
4841,19/09/2015,0:10,ALTO HOSPICIO,Atropello,"Peatón, cruza calzada forma sorpresiva o descuidada",0,0,0,1,1,URBANO,LOS CONDORES,IRIS,,,,-20.2719484,-70.1029629,"ALTO HOSPICIO, LOS CONDORES, IRIS"
4842,19/09/2015,14:20,ALTO HOSPICIO,Atropello,"Peatón, cruza calzada forma sorpresiva o descuidada",0,0,0,1,1,URBANO,LOS PARRONES,LOS GUINDALES,,,,-20.2622777,-70.1027825,"ALTO HOSPICIO, LOS PARRONES, LOS GUINDALES"
4843,19/09/2015,16:00,IQUIQUE,Atropello,Otras causas,0,0,0,1,1,URBANO,SIMON BOLIVAR,,1303,,,-20.2126206,-70.142489,"IQUIQUE, SIMON BOLIVAR, 1303"
4844,19/09/2015,20:00,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,LA TIRANA,,1582,,,-20.2241521,-70.1313395,"IQUIQUE, LA TIRANA, 1582"
4845,21/09/2015,13:30,IQUIQUE,Choque,Otras causas,0,0,0,0,3,URBANO,ORDEN Y PATRIA,MANUEL PLAZA,,,,-20.2427692,-70.1410638,"IQUIQUE, ORDEN Y PATRIA, MANUEL PLAZA"
4846,21/09/2015,13:30,ALTO HOSPICIO,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,ALAMOS,RAMON PEREZ OPAZO,,,,-20.2662643,-70.1027994,"ALTO HOSPICIO, ALAMOS, RAMON PEREZ OPAZO"
4847,21/09/2015,14:00,ALTO HOSPICIO,Choque,Carga sobresale estructura vehiculo,0,0,0,0,1,URBANO,MONTE LOS OLIVOS,,2850,,,-20.2577083,-70.0997123,"ALTO HOSPICIO, MONTE LOS OLIVOS, 2850"
4848,21/09/2015,15:30,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,ANIBAL PINTO,SERRANO,,,,-20.2167578,-70.1528862,"IQUIQUE, ANIBAL PINTO, SERRANO"
4849,22/09/2015,14:30,ALTO HOSPICIO,Colisión,No respetar derecho preferente de paso a vehículo,0,0,0,0,1,URBANO,LOS LAGOS,ANDACOLLO,,,,-20.2686722,-70.1049169,"ALTO HOSPICIO, LOS LAGOS, ANDACOLLO"
4850,22/09/2015,18:30,ALTO HOSPICIO,Choque,Conducción en estado de ebriedad,0,0,0,1,0,URBANO,SANTA MARIA,SANTA TERESA DE LOS ANDES,,,,-20.2686722,-70.1049169,"ALTO HOSPICIO, SANTA MARIA, SANTA TERESA DE LOS ANDES"
4851,23/09/2015,4:30,IQUIQUE,Choque,Otras causas,0,0,0,0,2,URBANO,JOSE JOAQUIN PEREZ,,2342,,,-20.2229282,-70.1324205,"IQUIQUE, JOSE JOAQUIN PEREZ, 2342"
4852,23/09/2015,8:07,IQUIQUE,Colisión,Otras causas,0,0,0,0,1,URBANO,SALVADOR ALLENDE,CAMPO DEPORTE,,,,-20.2225972,-70.1350708,"IQUIQUE, SALVADOR ALLENDE, CAMPO DEPORTE"
4853,23/09/2015,9:33,ALTO HOSPICIO,Colisión,Carga obstruye visual conduc.,0,0,0,0,1,URBANO,DATILES,CIRCUNVALACION,,,,-20.2634765,-70.1050536,"ALTO HOSPICIO, DATILES, CIRCUNVALACION"
4854,23/09/2015,11:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,SERRANO,VIVAR,,,,-20.2135226,-70.1485122,"IQUIQUE, SERRANO, VIVAR"
4855,23/09/2015,12:00,IQUIQUE,Colisión,Otras causas,0,0,0,0,2,URBANO,PILOTO PARDO,,1526,,,-20.2132845,-70.1404059,"IQUIQUE, PILOTO PARDO, 1526"
4856,24/09/2015,14:00,ALTO HOSPICIO,Colisión,"Señalización, desobedecer señal ceda el paso",0,0,0,0,1,URBANO,SANTA ROSA,TILIVICHE,,,,-20.2725782,-70.1064197,"ALTO HOSPICIO, SANTA ROSA, TILIVICHE"
4857,24/09/2015,17:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,FRANCISCO VERGARA,MANUEL CASTRO RAMO,,,,-20.2451662,-70.1355174,"IQUIQUE, FRANCISCO VERGARA, MANUEL CASTRO RAMO"
4858,24/09/2015,18:25,IQUIQUE,Colisión,Otras causas,0,0,0,1,1,URBANO,SALVADOR ALLENDE,GOMEZ CARREÑO,,,,-20.2325448,-70.1358294,"IQUIQUE, SALVADOR ALLENDE, GOMEZ CARREÑO"
4859,24/09/2015,18:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,ARTURO PRAT,ANIBAL PINTO,,,,-20.2117876,-70.1528536,"IQUIQUE, ARTURO PRAT, ANIBAL PINTO"
4860,24/09/2015,22:00,IQUIQUE,Colisión,Otras causas,0,0,0,0,1,URBANO,REINAMAR,MAR MEDITERRANEO,,,,-20.2785169,-70.1265974,"IQUIQUE, REINAMAR, MAR MEDITERRANEO"
4861,25/09/2015,14:00,IQUIQUE,Atropello,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,WILSON,,445,,,-20.2159126,-70.1528768,"IQUIQUE, WILSON, 445"
4862,25/09/2015,15:00,IQUIQUE,Colisión,Otras causas,0,0,0,1,1,URBANO,CHIPANA,CERRO DRAGON,,,,-20.2455526,-70.1292691,"IQUIQUE, CHIPANA, CERRO DRAGON"
4863,25/09/2015,20:20,IQUIQUE,Atropello,No respetar derecho preferente de paso a peatón,1,0,0,0,1,URBANO,GENARO GALLO,EDMUNDO WALLIS,,,,-20.2399979,-70.1405531,"IQUIQUE, GENARO GALLO, EDMUNDO WALLIS"
4864,26/09/2015,13:30,IQUIQUE,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,0,1,URBANO,JOSE JOAQUIN PEREZ,VIVAR,,,,-20.2224134,-70.1492067,"IQUIQUE, JOSE JOAQUIN PEREZ, VIVAR"
4865,26/09/2015,14:15,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,BERNARDO O`HIGGINS,SALVADOR ALLENDE,,,,-20.2188278,-70.1436951,"IQUIQUE, BERNARDO O`HIGGINS, SALVADOR ALLENDE"
4866,26/09/2015,23:30,IQUIQUE,Colisión,Perdida control vehículo,0,0,0,0,2,URBANO,ARTURO PRAT,,2748,,,-20.2355681,-70.1466067,"IQUIQUE, ARTURO PRAT, 2748"
4867,27/09/2015,3:20,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,O´HIGGINS,,986,,,-20.2185634,-70.1455922,"IQUIQUE, O´HIGGINS, 986"
4868,28/09/2015,0:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,ALMIRANTE LATORRE,12 DE FEBRERO,,,,-20.2170705,-70.1435776,"IQUIQUE, ALMIRANTE LATORRE, 12 DE FEBRERO"
4869,28/09/2015,8:45,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,ESMERALDA,,987,,,-20.2118566,-70.1449923,"IQUIQUE, ESMERALDA, 987"
4870,28/09/2015,18:15,IQUIQUE,Choque,Conducción sin mantener distancia razonable ni prudente,0,0,0,1,2,URBANO,FRANCISCO BILBAO,PADRE HURTADO,,,,-20.2616614,-70.129137,"IQUIQUE, FRANCISCO BILBAO, PADRE HURTADO"
4871,29/09/2015,8:15,IQUIQUE,Colisión,Otras causas,0,0,0,0,1,URBANO,FRANCISCO BILBAO,,3545,,,-20.2581231,-70.1325014,"IQUIQUE, FRANCISCO BILBAO, 3545"
4872,29/09/2015,23:50,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,VALLE CENTRAL,EL CARMELO,,,,-20.2465654,-70.1256326,"IQUIQUE, VALLE CENTRAL, EL CARMELO"
4873,30/09/2015,6:30,IQUIQUE,Choque,"Señalización, desobedecer señal pare",0,0,0,1,0,URBANO,TARAPACA,ARTURO FERNANDEZ,,,,-20.2187948,-70.1443066,"IQUIQUE, TARAPACA, ARTURO FERNANDEZ"
4874,01/10/2015,7:50,ALTO HOSPICIO,Colisión,"Conducción, cambiar sorpresivamente pista circulación",0,0,0,0,1,URBANO,LOS ALAMOS,LAS PARCELAS,,,,-20.2686722,-70.1049169,"ALTO HOSPICIO, LOS ALAMOS, LAS PARCELAS"
4875,01/10/2015,8:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,ARTURO FERNANDEZ,ESMERALDA,,,,-20.2118077,-70.1439964,"IQUIQUE, ARTURO FERNANDEZ, ESMERALDA"
4876,01/10/2015,12:09,ALTO HOSPICIO,Volcadura,Velocidad no razonable ni prudente,0,1,0,0,0,RURAL,A-414,,10,,,-20.2686722,-70.1049169,"ALTO HOSPICIO, A-414, 10"
4877,01/10/2015,14:30,IQUIQUE,Atropello,No respetar derecho preferente de paso a peatón,0,0,0,0,2,URBANO,HEROES DE LA CONCEPCION,TADEO HAENKE,,,,-20.238243,-70.1441106,"IQUIQUE, HEROES DE LA CONCEPCION, TADEO HAENKE"
4878,01/10/2015,17:45,IQUIQUE,Colisión,No respetar derecho preferente de paso a peatón,0,0,0,0,2,URBANO,ARTURO PRAT,SAGASCA,,,,-20.245836,-70.1401573,"IQUIQUE, ARTURO PRAT, SAGASCA"
4879,01/10/2015,20:00,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,HEROES DE LA CONCEPCION,TADEO HAENKE,,,,-20.238243,-70.1441106,"IQUIQUE, HEROES DE LA CONCEPCION, TADEO HAENKE"
4880,02/10/2015,5:45,ALTO HOSPICIO,Choque,Conducción en estado de ebriedad,0,0,0,0,1,URBANO,SANTA ROSA DE MOLLE,,2,,,-20.2688621,-70.0900947,"ALTO HOSPICIO, SANTA ROSA DE MOLLE, 2"
4881,02/10/2015,10:30,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,JUAN GUIRAUX,CAMPO DEPORTE,,,,-20.226561,-70.1307342,"IQUIQUE, JUAN GUIRAUX, CAMPO DEPORTE"
4882,02/10/2015,21:50,IQUIQUE,Colisión,Causas no determinadas,0,0,0,1,2,URBANO,21 DE MAYO,LATORRE,,,,-20.2307033,-70.1356692,"IQUIQUE, 21 DE MAYO, LATORRE"
4883,03/10/2015,2:00,ALTO HOSPICIO,Choque,Perdida control vehículo,0,0,0,0,1,URBANO,ASUCENAS,,2992,,,-20.2686722,-70.1049169,"ALTO HOSPICIO, ASUCENAS, 2992"
4884,03/10/2015,10:50,ALTO HOSPICIO,Colisión,"Señalización, desobedecer señal pare",0,0,0,0,2,URBANO,datiles,RAMON PEREZ OPAZO,,,,-20.2686722,-70.1049169,"ALTO HOSPICIO, datiles, RAMON PEREZ OPAZO"
4885,03/10/2015,21:20,IQUIQUE,Colisión,Causas no determinadas,0,0,0,0,1,URBANO,CESPEDES Y GONZALEZ,GENARO GALLO,,,,-20.2249004,-70.1370717,"IQUIQUE, CESPEDES Y GONZALEZ, GENARO GALLO"
4886,04/10/2015,19:20,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,2,URBANO,ZEGERS,ARTURO FERNANDEZ,,,,-20.2177479,-70.1442373,"IQUIQUE, ZEGERS, ARTURO FERNANDEZ"
4887,04/10/2015,19:20,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,ZEGERS,ARTURO FERNANDEZ,,,,-20.2177479,-70.1442373,"IQUIQUE, ZEGERS, ARTURO FERNANDEZ"
4888,07/10/2015,6:10,IQUIQUE,Colisión,Otras causas,0,0,0,1,1,URBANO,SERRANO,BARROS ARANA,,,,-20.213684,-70.1471837,"IQUIQUE, SERRANO, BARROS ARANA"
4889,07/10/2015,11:15,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,2,URBANO,ARTURO FERNANDEZ,SERRANO,,,,-20.2187948,-70.1443066,"IQUIQUE, ARTURO FERNANDEZ, SERRANO"
4890,07/10/2015,17:30,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,ARTURO PRAT,HEROES DE LA CONCEPCION,,,,-20.2265534,-70.1400001,"IQUIQUE, ARTURO PRAT, HEROES DE LA CONCEPCION"
4891,08/10/2015,2:00,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,4,0,URBANO,ARTURO PEREZ CANTO,TOMAS BONILLA,,,,-20.2277543,-70.1383159,"IQUIQUE, ARTURO PEREZ CANTO, TOMAS BONILLA"
4892,08/10/2015,8:20,IQUIQUE,Atropello,Otras causas,0,0,0,1,0,URBANO,GENARO GALLO,,1785,,,-20.2256215,-70.1372876,"IQUIQUE, GENARO GALLO, 1785"
4893,08/10/2015,12:40,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,2,URBANO,JUAN MARTINEZ,TOMAS BONILLA,,,,-20.2274454,-70.1461888,"IQUIQUE, JUAN MARTINEZ, TOMAS BONILLA"
4894,09/10/2015,1:30,IQUIQUE,Choque,Otras causas,0,0,0,0,1,URBANO,PEDRO PRADO,MAULE,,,,-20.2384295,-70.1348415,"IQUIQUE, PEDRO PRADO, MAULE"
4895,09/10/2015,22:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,1,1,URBANO,HEROES DE LA CONCEPCION,HERNAN FUENZALIDA,,,,-20.2287626,-70.140574,"IQUIQUE, HEROES DE LA CONCEPCION, HERNAN FUENZALIDA"
4896,10/10/2015,14:30,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,OFICINA MAPOCHO,ARTURO PRAT,,,,-20.2017053,-70.139114,"IQUIQUE, OFICINA MAPOCHO, ARTURO PRAT"
4897,10/10/2015,15:30,IQUIQUE,Colisión,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,JUAN MARTINEZ,SAN MARTIN,,,,-20.2128199,-70.1448148,"IQUIQUE, JUAN MARTINEZ, SAN MARTIN"
4898,10/10/2015,22:15,IQUIQUE,Colisión,Otras causas,0,0,0,0,2,URBANO,ARTURO PRAT,TADEO HAENKE,,,,-20.2404198,-70.1372473,"IQUIQUE, ARTURO PRAT, TADEO HAENKE"
4899,11/10/2015,1:15,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,INES SOLARI,SALVADOR ALLENDE,,,,-20.2620945,-70.1251435,"IQUIQUE, INES SOLARI, SALVADOR ALLENDE"
4900,11/10/2015,4:15,IQUIQUE,Choque,Conducción no atento condiciones transito momento,0,0,0,0,1,URBANO,12 ORIENTE,,4829,,,-20.2290585,-70.1349419,"IQUIQUE, 12 ORIENTE, 4829"
